46:5,5,5,7,6,4,3,4,8,8,7,4,4,3,3,1,2,2,5,9,5,3,9,1,1,7,1,4,2,3
47:8,9,9,4,4,2,6,5,9,3,9,4,1,8,9,5,7,6,2,7,7,1,2,7,2,9,4,1,9,7
48:7,9,5,7,8,3,6,5,8,2,8,5,7,2,4,6,8,3,4,9,7,2,6,3,3,1,3,6,4,3
49:8,5,5,5,7,9,9,4,4,9,6,8,8,6,6,3,8,8,8,1,4,7,7,4,2,9,3,4,9,5
50:9,9,2,2,9,7,2,6,2,1,8,3,5,5,4,3,3,5,4,1,5,4,8,8,9,8,2,5,5,4
51:2,5,1,3,5,2,1,5,7,5,8,7,1,3,3,2,9,9,7,2,1,8,6,3,2,8,8,4,7,9
52:1,6,8,5,5,5,2,9,5,3,4,6,2,4,3,9,1,7,4,4,4,5,3,7,2,9,2,7,4,3
53:1,6,1,4,9,6,3,8,2,4,7,4,7,3,3,8,2,5,2,6,2,4,2,5,5,2,5,2,3,3
54:8,8,7,9,6,1,2,7,6,8,5,5,2,7,2,3,4,4,6,3,6,6,6,5,4,5,2,1,6,4
55:8,4,3,8,1,1,3,7,2,1,6,6,2,2,6,3,1,5,6,9,5,8,8,1,1,8,7,8,1,2
56:2,7,8,6,3,8,7,5,8,5,4,7,7,4,4,2,1,2,1,2,7,4,5,4,2,6,7,7,5,3
57:6,7,8,4,3,9,3,3,8,6,1,8,8,1,5,3,1,2,9,7,8,6,2,8,7,9,8,7,8,7
58:2,7,8,6,3,8,7,5,8,5,4,7,7,4,4,2,1,2,1,2,7,4,5,4,2,6,7,7,5,7
59:3,2,1,9,3,4,8,5,6,3,1,4,2,1,8,5,1,5,1,5,7,8,3,3,5,7,8,6,3,5
60:8,6,5,4,5,2,1,7,8,3,8,4,2,4,5,7,7,2,4,1,9,6,8,6,2,1,1,7,6,5
61:3,2,9,8,3,4,3,1,2,5,2,8,1,8,9,8,4,9,5,6,7,3,7,7,2,8,2,2,8,5
62:7,7,9,3,9,4,8,6,8,5,9,7,6,7,5,9,9,6,9,8,9,3,2,5,1,2,2,9,1,8
63:2,2,9,1,6,9,2,1,5,8,8,5,6,3,2,9,2,7,2,7,6,1,8,7,3,3,5,8,5,4
64:8,8,7,9,6,1,2,7,6,8,5,5,2,7,2,2,4,4,6,3,6,6,6,5,4,5,2,1,6,4
65:9,8,1,5,9,9,5,4,8,7,1,2,9,9,9,8,5,1,5,3,2,8,7,8,2,5,5,8,7,9
66:1,2,5,4,5,6,2,4,9,5,3,3,6,1,7,6,3,2,5,7,9,9,8,5,5,6,8,4,9,7
67:1,2,7,3,4,1,6,4,4,4,1,4,3,2,7,9,8,4,9,7,4,2,1,4,8,6,3,3,2,3
68:7,8,7,4,9,2,5,3,7,4,4,9,7,2,8,9,6,4,9,9,7,4,6,8,1,6,8,2,7,9
69:6,7,8,3,9,9,8,7,9,3,8,1,3,2,1,6,9,2,9,5,4,7,9,7,8,4,2,8,9,6
70:3,5,2,8,1,4,5,5,1,5,8,4,5,9,8,5,4,2,2,2,6,1,3,1,1,9,4,4,2,6
71:7,1,1,2,9,1,2,2,3,1,4,4,1,4,8,7,1,8,5,9,5,5,3,2,6,8,4,3,5,6
72:5,9,6,8,4,2,7,5,5,2,1,6,1,2,4,4,7,8,2,9,6,3,3,3,2,8,1,3,7,7
73:4,5,4,5,5,1,1,3,3,2,3,5,8,8,7,1,1,5,7,8,3,9,6,3,6,7,9,4,6,6
74:6,5,3,2,9,4,5,9,7,5,6,7,8,9,2,5,8,6,4,6,4,2,5,6,6,4,6,4,4,2
75:8,6,1,2,1,3,8,3,8,1,6,9,1,4,4,8,6,5,1,3,8,3,1,4,8,3,7,9,2,3
76:5,4,3,2,7,2,1,5,9,6,6,7,8,6,3,4,3,5,9,5,1,2,5,2,2,7,2,5,3,8
77:5,1,1,5,9,6,8,3,2,1,3,7,5,1,3,8,7,4,2,1,9,8,4,6,4,8,1,7,2,4
78:7,3,8,4,8,8,6,8,2,8,5,8,2,3,5,4,8,7,7,3,1,9,8,2,5,2,9,4,4,4
79:9,4,3,2,6,4,2,4,5,1,5,6,6,4,7,6,5,2,3,6,7,1,7,6,7,5,7,2,5,5
80:5,7,1,2,2,5,3,9,9,2,6,1,5,6,1,8,3,2,5,5,5,5,1,8,6,2,5,9,2,3
81:5,2,8,1,2,8,5,8,1,3,2,4,1,6,6,4,6,6,6,7,5,4,6,2,6,3,4,7,2,6
82:3,2,1,9,3,4,8,5,6,3,1,4,2,1,8,5,1,5,1,5,7,8,3,3,5,7,8,6,3,9
83:7,2,3,8,2,6,9,1,7,6,8,7,4,4,4,9,2,4,6,6,2,1,6,5,8,3,6,8,5,8
84:9,4,4,5,3,3,9,7,7,8,8,5,3,5,5,3,2,5,6,4,5,6,1,9,8,8,9,1,2,3
85:4,8,6,8,2,8,2,7,7,5,7,6,3,9,6,8,4,1,4,1,6,1,4,7,7,2,2,5,1,8
86:4,8,1,6,8,5,3,5,4,4,9,7,7,9,4,6,3,3,7,9,8,4,7,3,5,4,2,9,3,6
87:9,6,4,6,4,5,5,9,6,4,1,8,1,3,7,6,9,9,8,3,4,5,4,1,3,9,9,8,9,7
88:4,7,5,2,1,2,6,9,8,9,4,7,9,4,4,1,1,1,4,1,4,5,5,8,2,5,2,8,9,7
89:1,4,6,1,2,3,3,1,2,3,9,1,4,7,4,4,5,8,7,2,6,2,9,2,4,4,9,7,3,8
90:8,6,1,8,3,5,1,4,9,6,5,4,9,8,5,6,2,4,2,5,5,6,9,2,9,6,1,5,5,7
91:8,5,1,9,2,7,1,9,5,2,2,5,4,1,3,1,2,2,4,3,4,2,3,8,5,2,4,1,7,1
92:6,9,6,6,7,8,3,5,6,9,6,9,5,4,7,6,6,9,8,7,6,4,3,1,1,6,2,9,2,2
93:7,1,1,2,9,1,2,2,3,1,4,4,1,4,8,7,1,8,5,9,5,5,3,2,6,8,4,3,5,3
94:4,2,9,7,3,3,7,1,3,2,1,6,1,2,1,5,1,6,3,3,5,6,9,7,2,8,6,4,6,5
95:9,5,9,4,1,6,1,6,1,8,1,4,6,4,6,6,1,8,5,5,5,2,7,7,8,6,6,7,6,7
96:1,1,3,9,7,2,9,8,4,7,1,7,4,7,2,8,9,1,6,5,1,1,9,1,4,9,9,7,1,8
97:3,9,2,2,7,8,2,6,9,7,5,9,9,8,3,1,9,7,5,7,8,2,5,7,1,1,1,9,2,8
98:4,2,4,8,9,2,9,6,5,6,4,6,7,3,4,7,8,5,5,3,7,4,8,5,5,1,2,9,5,3
99:4,8,6,8,5,8,2,7,7,5,7,6,3,9,6,8,4,1,4,1,6,1,4,7,7,2,2,5,1,8
100:1,6,7,2,3,4,9,4,5,2,6,9,6,2,1,3,8,9,7,9,8,9,6,7,5,5,2,8,7,2
101:5,7,3,8,9,1,9,1,7,5,8,5,9,2,3,8,6,5,5,3,9,6,9,2,2,6,2,7,4,9
102:2,1,8,6,2,4,3,2,6,4,8,8,6,9,9,2,6,8,5,3,8,5,5,7,2,8,9,5,6,4
103:3,8,4,3,2,2,8,6,1,3,8,7,9,8,8,7,5,9,5,6,1,4,1,5,5,9,5,8,2,4
104:2,5,1,3,5,2,1,5,7,5,8,7,1,3,3,2,9,2,7,2,1,8,6,3,2,8,8,4,7,6
105:5,8,4,8,5,2,6,6,8,9,6,9,4,2,3,6,2,7,4,8,7,3,2,5,8,1,5,1,2,1
106:7,2,3,8,2,9,9,1,7,6,8,7,4,4,4,9,2,4,6,6,2,1,6,5,8,3,6,8,5,8
107:2,6,5,5,1,4,6,5,5,3,9,4,9,4,1,1,4,1,4,4,6,2,4,1,8,8,2,6,4,6
108:3,4,5,5,4,3,3,7,4,6,4,7,4,6,1,3,5,8,5,7,7,2,7,2,8,9,7,1,5,1
109:9,4,4,6,1,5,2,1,6,4,5,7,3,7,2,7,6,5,6,8,8,8,8,1,5,5,4,2,7,5
110:4,5,8,3,3,8,1,3,6,2,1,1,4,3,9,9,3,2,7,9,4,6,9,4,2,6,2,3,6,9
111:9,8,4,1,2,8,8,4,3,2,5,1,9,2,6,4,7,1,1,8,5,4,1,6,9,2,5,5,8,1
112:1,8,3,7,3,6,4,7,6,2,1,9,8,5,5,8,1,1,9,2,4,4,3,3,1,2,2,4,9,9
113:7,1,2,7,7,7,8,7,5,5,5,9,4,2,7,9,5,6,9,4,2,3,9,1,5,5,7,8,5,6
114:9,6,1,9,4,8,2,6,2,2,8,1,6,3,3,5,3,1,3,9,6,8,6,1,1,4,9,6,5,6
115:9,3,4,9,6,6,4,6,6,9,8,7,7,8,5,4,1,7,6,7,3,2,2,8,4,2,9,8,2,1
116:9,8,4,1,2,8,8,4,3,2,5,1,9,2,6,4,7,1,1,8,5,4,1,6,9,2,5,5,8,7
117:3,3,4,1,5,2,4,6,8,9,7,8,9,9,4,3,1,2,3,6,8,9,4,7,5,2,9,6,5,7
118:1,4,5,6,7,8,1,5,2,9,1,8,9,5,3,7,1,7,5,9,2,8,4,8,2,6,9,4,5,2
119:1,3,4,1,5,2,4,6,8,9,7,8,9,9,4,3,1,2,3,6,8,9,4,7,5,2,9,6,5,6
120:7,6,5,3,5,2,7,1,8,3,7,4,8,5,1,5,5,8,4,9,3,3,8,4,3,2,8,7,6,2
121:3,1,1,4,7,4,3,9,9,5,8,2,8,8,6,6,8,9,7,7,1,6,5,9,6,4,9,4,1,2
122:8,9,3,3,7,8,4,6,2,1,4,7,5,1,4,2,6,4,7,5,6,8,8,5,4,4,2,2,6,2
123:7,6,5,3,5,2,7,1,8,3,7,4,8,5,1,5,5,8,4,9,3,3,8,4,3,4,8,7,6,7
124:8,8,8,5,4,6,6,2,4,6,7,5,3,5,1,6,5,8,7,2,2,6,4,9,9,5,9,2,7,7
125:2,8,5,6,1,2,6,1,8,7,5,6,4,3,8,3,2,2,4,9,8,3,2,4,8,3,7,9,1,7
126:2,4,3,7,9,5,7,3,2,3,1,3,5,2,1,4,2,6,3,6,2,4,1,5,8,4,8,1,8,1
127:9,5,7,6,8,6,6,8,3,2,2,1,7,1,9,3,6,7,6,6,6,1,1,1,2,9,9,4,5,9
128:4,3,5,9,4,3,1,4,1,7,2,3,2,4,2,9,7,1,8,3,1,4,1,4,9,7,6,2,9,5
129:7,8,1,2,6,6,8,7,4,8,3,7,8,4,5,2,6,5,2,5,2,9,6,1,4,8,9,6,1,4
130:1,3,1,4,5,5,8,6,6,2,5,6,4,9,2,2,6,2,2,8,3,5,2,6,2,6,8,6,8,9
131:8,6,2,7,5,3,4,2,7,2,3,5,3,8,6,2,7,3,3,3,3,4,3,7,9,7,7,5,8,4
132:5,9,1,8,3,4,3,1,1,6,2,6,8,7,8,9,8,5,1,1,8,2,6,7,3,4,7,3,2,8
133:6,3,3,4,9,7,7,3,4,5,1,9,9,6,4,4,1,2,6,2,1,3,3,1,9,9,4,5,4,7
134:8,4,2,7,5,3,4,2,7,2,3,5,3,8,6,2,7,3,3,3,3,4,3,7,9,7,7,5,8,4
135:9,6,5,6,6,1,6,2,8,5,2,5,3,9,7,2,1,2,5,4,8,6,3,7,4,7,9,2,4,3
136:9,8,5,1,7,2,3,8,2,3,7,3,2,7,9,7,5,5,9,7,5,1,9,7,4,1,9,9,2,6
137:6,8,5,7,8,8,3,5,3,5,3,6,4,5,4,8,3,4,4,4,4,9,3,3,6,4,7,1,6,6
138:4,1,3,3,8,5,1,4,7,1,3,3,4,5,5,4,8,6,4,4,7,8,7,6,9,9,7,7,9,1
139:5,4,1,9,5,8,2,1,7,6,3,6,9,3,8,7,4,8,3,1,3,3,6,3,8,3,1,6,3,5
140:1,8,1,5,8,2,5,7,2,6,1,8,6,7,6,5,8,7,2,6,4,5,5,4,4,7,1,5,3,5
141:8,2,7,7,6,5,1,8,8,5,2,2,3,2,2,9,5,2,6,5,3,2,5,9,9,6,2,8,8,2
142:8,8,7,6,9,9,5,7,2,8,4,5,6,9,7,5,9,4,9,7,3,6,8,8,3,2,5,2,3,6
143:6,3,5,7,8,8,3,5,3,5,3,6,4,5,4,8,3,4,4,4,4,9,3,3,6,4,7,1,6,6
144:2,1,6,6,2,1,3,8,9,1,1,6,4,7,3,1,4,6,4,9,6,1,8,2,6,6,3,4,1,2
145:9,5,9,8,6,2,1,1,9,5,4,9,3,1,1,9,6,7,6,3,1,6,9,6,3,5,2,9,8,2
146:9,6,4,6,4,5,5,9,6,4,3,8,1,3,7,6,9,9,8,3,4,5,4,1,3,9,9,8,9,2
147:7,4,4,5,9,4,3,7,1,7,9,2,4,6,5,9,4,5,6,8,4,6,5,4,6,7,5,3,4,8
148:9,9,2,2,9,7,2,6,2,1,8,3,5,5,4,3,3,5,4,1,5,4,8,8,9,8,2,5,5,3
149:9,7,9,9,7,8,9,6,6,2,2,7,9,5,2,1,9,2,8,4,3,7,5,2,4,8,9,7,2,4
150:4,3,5,9,9,2,9,5,9,6,1,6,8,5,8,7,1,8,4,8,3,2,5,9,6,2,6,3,3,2
151:5,4,5,6,7,4,1,7,4,6,6,1,9,2,3,8,5,4,1,2,2,7,6,9,9,2,1,4,3,3
152:9,9,2,2,9,7,2,6,2,1,8,3,5,5,4,7,3,5,4,1,5,4,8,8,9,8,2,5,5,4
153:3,5,2,8,1,4,5,5,1,5,8,4,5,9,8,5,4,2,2,2,6,1,3,1,1,9,4,4,2,8
154:7,7,4,9,7,8,5,7,9,8,3,5,5,2,3,7,5,9,5,2,6,4,2,2,4,8,3,2,9,9
155:9,5,2,8,1,3,6,5,6,8,7,7,8,9,4,2,2,8,4,3,1,1,6,8,3,8,1,2,6,7
156:3,5,3,8,4,7,3,7,3,3,1,8,7,4,9,1,6,9,9,7,4,7,4,3,8,3,1,8,9,5
157:5,7,7,7,4,9,8,8,4,9,4,4,4,8,8,1,9,1,8,5,2,7,9,7,7,2,4,6,4,3
158:9,9,2,8,5,5,6,2,1,3,7,7,7,4,7,5,7,9,6,8,1,5,8,6,2,2,5,7,8,5
159:8,2,8,8,3,3,7,8,5,8,5,3,3,8,2,4,4,6,1,9,7,4,1,7,8,4,4,1,8,6
160:8,2,7,7,6,5,1,8,8,5,2,2,3,2,2,9,5,2,6,5,3,2,5,9,9,6,2,8,8,4
161:9,5,2,8,1,3,6,5,6,8,7,7,8,1,4,2,2,8,4,3,1,1,6,8,3,8,1,2,6,4
162:2,1,1,2,1,9,1,4,7,5,2,6,6,2,9,2,4,1,4,5,5,6,7,3,2,6,9,5,9,7
163:9,2,1,6,5,2,5,3,5,5,3,3,1,1,9,7,9,2,5,2,3,6,9,2,5,1,7,1,9,6
164:8,9,8,5,8,2,1,4,9,5,8,5,8,4,7,3,3,2,5,5,5,6,8,8,2,4,7,9,9,2
165:3,7,6,1,4,1,6,3,6,2,4,4,8,3,2,4,9,6,5,3,1,5,5,2,1,8,8,9,3,1
166:9,5,5,6,8,6,6,8,3,2,2,1,7,1,9,3,6,7,6,6,6,1,1,1,2,9,9,4,5,7
167:5,5,1,9,4,1,8,6,6,4,8,2,1,5,2,5,3,8,5,2,3,7,2,3,8,4,4,2,1,1
168:4,8,6,8,5,8,2,7,7,5,7,6,3,9,6,8,4,1,4,1,6,1,4,7,7,2,2,5,1,3
169:7,8,3,2,3,1,5,7,1,9,9,3,4,6,5,2,8,9,4,9,8,3,9,6,1,2,1,3,2,2
170:4,1,9,4,9,3,4,5,4,8,7,2,9,2,1,2,9,5,4,2,7,8,8,4,1,4,2,4,3,8
171:4,5,8,3,3,8,1,3,6,2,1,1,4,3,9,9,3,2,7,9,4,6,9,4,2,6,2,3,6,9
172:2,6,5,5,1,4,6,3,5,3,9,4,9,4,1,1,4,1,4,4,6,2,4,1,8,8,2,6,4,6
173:8,1,8,3,5,2,1,7,7,4,1,2,2,9,2,5,8,8,1,7,9,5,2,3,8,6,1,5,1,9
174:8,4,5,6,7,5,1,4,9,9,9,6,5,2,7,2,8,3,2,9,6,3,8,4,7,3,8,7,4,5
175:7,6,5,3,5,2,7,1,8,3,7,4,8,5,1,5,5,8,4,9,3,3,8,4,3,2,8,7,6,7
176:1,6,4,2,9,1,9,9,4,8,1,7,2,8,2,7,3,5,1,9,6,3,9,7,9,8,9,6,5,3
177:2,6,5,2,2,3,2,3,5,4,1,7,2,3,5,7,6,4,4,9,1,5,2,8,6,6,4,7,1,6
178:9,8,4,1,2,8,8,4,3,2,5,1,9,2,6,4,7,1,1,8,1,4,1,6,9,2,5,5,8,1
179:2,4,1,5,5,6,9,7,3,4,7,8,5,9,9,1,7,9,7,9,4,3,2,6,8,5,9,2,8,4
180:8,1,8,3,5,2,1,9,7,4,1,2,2,9,2,5,8,8,1,7,9,5,2,3,8,6,1,5,1,5
181:5,7,1,2,2,5,3,9,9,2,6,1,5,6,1,8,3,2,5,5,5,5,7,8,6,2,5,9,2,2
182:2,5,2,8,4,4,7,4,2,5,9,1,8,8,4,9,4,8,6,1,4,4,8,1,9,8,6,8,2,9
183:4,1,3,2,5,1,3,3,5,3,2,5,4,9,2,3,8,7,7,9,7,4,6,9,4,6,6,1,6,1
184:5,9,7,5,3,2,2,7,6,4,6,2,4,5,5,6,2,4,8,7,6,6,1,3,8,7,3,6,6,7
185:5,5,9,4,3,5,6,3,1,1,3,2,7,2,9,2,5,1,5,1,9,8,1,5,8,7,7,2,5,3
186:6,3,8,7,5,7,4,3,5,4,5,7,5,8,2,8,6,2,6,5,2,4,2,7,3,3,2,9,7,1
187:2,5,2,8,4,4,7,4,2,5,9,1,8,8,4,9,4,8,6,1,4,4,8,1,9,9,6,8,2,9
188:2,6,8,4,8,7,4,2,2,4,4,1,9,8,2,5,1,8,1,2,4,2,8,6,4,9,7,3,5,1
189:7,5,9,9,6,1,5,4,9,1,3,7,1,1,5,4,1,3,2,1,4,2,3,9,7,3,4,4,5,7
190:6,2,5,2,8,4,8,5,7,4,1,4,9,3,5,9,7,5,7,2,7,7,4,8,6,5,1,5,9,9
191:3,1,1,3,5,7,2,3,4,8,9,8,4,3,4,4,9,7,5,2,5,5,1,7,4,7,1,3,5,1
192:6,4,1,5,1,6,6,1,2,7,7,6,2,2,8,9,6,9,8,8,3,1,4,9,3,1,9,3,6,6
193:4,3,5,9,9,2,9,5,9,6,1,6,8,5,8,7,1,8,4,8,3,2,5,9,6,2,6,3,3,5
194:9,7,6,2,7,5,5,4,8,7,6,5,4,9,5,7,9,6,5,6,4,7,3,2,5,7,7,3,1,9
195:5,5,9,4,3,5,6,3,1,1,3,2,7,2,9,2,5,1,5,1,9,8,1,7,8,7,7,2,5,3
196:4,2,3,8,9,2,9,6,5,6,4,6,7,3,4,7,8,5,5,3,7,4,8,5,5,1,2,9,5,1
197:7,3,4,3,8,9,8,2,4,7,7,4,2,2,9,9,3,5,3,9,7,1,4,5,6,3,4,9,5,3
198:3,8,4,3,2,2,8,6,1,3,8,7,9,8,8,7,5,9,5,6,1,6,1,5,5,9,5,8,2,4
199:3,1,3,1,7,3,7,3,7,7,1,2,1,9,7,2,3,8,9,6,9,3,5,2,2,7,3,7,5,8
200:8,6,8,1,1,2,2,2,8,5,4,9,6,8,5,1,6,5,9,8,6,1,4,2,1,7,4,4,1,9
201:4,6,8,2,8,1,4,1,2,5,8,4,5,2,7,7,4,8,6,6,8,7,9,2,9,7,6,8,3,4
202:8,4,3,8,1,1,3,7,2,1,6,6,2,2,6,3,1,5,6,9,5,8,8,1,1,8,7,8,1,3
203:5,6,6,4,6,6,4,8,6,5,6,6,2,2,7,1,6,1,3,1,8,3,4,1,7,8,8,6,7,4
204:3,4,3,7,9,8,8,7,4,4,4,3,6,9,9,3,6,1,9,8,1,4,9,8,9,6,8,2,3,3
205:2,4,9,3,1,5,5,9,1,5,7,3,5,5,1,9,9,1,2,1,1,1,1,2,6,1,9,9,6,7
206:8,8,8,5,4,6,6,5,4,6,7,5,3,5,1,6,5,8,7,2,2,6,4,9,9,5,9,2,7,5
207:3,2,7,6,9,7,5,8,3,6,4,3,3,5,6,4,7,9,5,3,3,7,3,8,2,3,9,9,5,5
208:7,3,3,2,8,1,4,8,5,2,1,4,9,9,3,9,9,8,3,7,7,5,1,7,6,8,7,6,8,3
209:9,5,5,7,4,4,3,4,4,8,4,2,9,9,4,3,5,8,2,7,2,6,1,6,2,9,4,3,9,7
210:5,9,4,6,7,3,8,1,2,7,2,6,8,1,1,6,7,7,4,4,2,1,9,2,7,4,2,6,9,8
211:8,9,9,4,4,2,9,5,9,3,9,4,1,8,9,5,7,6,2,7,7,1,2,7,2,9,4,1,9,7
212:7,6,9,7,7,1,5,5,1,3,1,5,1,3,8,8,6,3,6,6,6,1,9,3,7,3,8,7,1,8
213:2,8,2,5,7,8,5,2,9,9,8,8,9,2,6,2,8,5,4,6,6,7,8,5,3,4,7,6,4,2
214:3,2,1,9,3,4,8,5,6,3,1,9,2,1,8,5,1,5,1,5,7,8,3,3,5,7,8,6,3,5
215:8,8,7,9,6,1,2,7,6,8,5,5,2,7,2,2,4,4,6,3,6,6,6,5,4,5,2,1,6,5
216:5,2,8,1,2,8,5,8,1,3,2,4,1,6,6,4,6,6,6,7,5,4,6,2,6,3,4,7,2,2
217:2,7,8,6,3,8,7,5,8,5,4,7,7,4,4,2,1,2,1,2,7,4,5,4,2,6,7,7,2,3
218:7,5,9,9,6,1,5,4,9,1,3,7,1,1,5,4,1,3,2,1,4,2,3,9,7,3,4,4,5,5
219:6,8,5,7,8,8,3,5,3,5,3,6,4,5,4,8,3,4,4,4,4,9,3,3,6,4,7,1,6,1
220:9,5,5,7,4,4,3,4,4,8,4,2,9,9,4,3,6,8,2,7,2,6,1,6,2,9,4,3,9,7
221:8,5,6,5,8,8,1,7,3,1,4,1,1,8,2,4,6,5,1,4,1,9,6,9,5,1,4,9,9,1
222:3,8,3,5,1,2,1,5,7,9,6,2,6,9,1,3,3,1,7,8,4,7,3,1,5,7,3,9,6,2
223:9,6,4,6,4,5,5,9,6,4,3,8,1,3,7,6,9,9,8,3,4,5,4,1,3,9,9,8,9,7
224:4,1,6,7,2,9,1,2,1,2,7,3,2,3,1,2,2,4,5,7,7,3,5,4,8,6,6,7,6,4
225:4,6,8,2,8,1,4,1,2,5,8,4,5,2,5,7,4,8,6,6,8,7,9,2,9,7,6,8,3,4
